Learning Rate,Epochs,F1 Score,Accuracy,Average Loss,Description,Seed
0.0001,5,0.7097808658471405,0.7018121911037891,0.6000974769132179,Epoch 1,7052020
GRU,300,150,2,0,False,0.6000974769132179,Validation loss for epoch 0.,-1,1,0.7018121911037891,0.7097808658471405,0.0001,5,False
0.0001,5,0.667098445595855,0.7177375068643602,0.6712526469899897,Epoch 2,7052020
GRU,300,150,2,0,False,0.6712526469899897,Validation loss for epoch 1.,-1,1,0.7177375068643602,0.667098445595855,0.0001,5,False
0.0001,5,0.6316516931582585,0.7073036792970895,0.6915399646549895,Epoch 3,7052020
GRU,300,150,2,0,False,0.6915399646549895,Validation loss for epoch 2.,-1,1,0.7073036792970895,0.6316516931582585,0.0001,5,False
0.0001,5,0.6317991631799165,0.7100494233937397,0.8101578208438137,Epoch 4,7052020
GRU,300,150,2,0,False,0.8101578208438137,Validation loss for epoch 3.,-1,1,0.7100494233937397,0.6317991631799165,0.0001,5,False
0.0001,5,0.6237762237762238,0.7045579352004393,0.8494071139578234,Epoch 5,7052020
GRU,300,150,2,0,False,0.8494071139578234,Validation loss for epoch 4.,-1,1,0.7045579352004393,0.6237762237762238,0.0001,5,False
0.0001,5,0.6211901306240929,0.7006880733944955,0.857026997421469,Test,7052020
GRU,300,150,2,0,False,0.857026997421469,Test loss.,-1,1,0.7006880733944955,0.6211901306240929,0.0001,5,False
0.0001,5,0.5956245589273113,0.685337726523888,0.6347597581252717,Epoch 1,5
GRU,300,150,2,0,False,0.6347597581252717,Validation loss for epoch 0.,-1,1,0.685337726523888,0.5956245589273113,0.0001,5,False
0.0001,5,0.7729577464788732,0.7786930258099946,0.4759663829677983,Epoch 2,5
GRU,300,150,2,0,False,0.4759663829677983,Validation loss for epoch 1.,-1,1,0.7786930258099946,0.7729577464788732,0.0001,5,False
0.0001,5,0.781045751633987,0.7792421746293245,0.4690176086467609,Epoch 3,5
GRU,300,150,2,0,False,0.4690176086467609,Validation loss for epoch 2.,-1,1,0.7792421746293245,0.781045751633987,0.0001,5,False
0.0001,5,0.7964503605102607,0.7984623833058759,0.43794907551062734,Epoch 4,5
GRU,300,150,2,0,False,0.43794907551062734,Validation loss for epoch 3.,-1,1,0.7984623833058759,0.7964503605102607,0.0001,5,False
0.0001,5,0.8039977790116603,0.8061504667764964,0.43561474351506485,Epoch 5,5
GRU,300,150,2,0,False,0.43561474351506485,Validation loss for epoch 4.,-1,1,0.8061504667764964,0.8039977790116603,0.0001,5,False
0.0001,5,0.8004667444574095,0.8038990825688074,0.44543107386146275,Test,5
GRU,300,150,2,0,False,0.44543107386146275,Test loss.,-1,1,0.8038990825688074,0.8004667444574095,0.0001,5,False
0.0001,5,0.6379084967320261,0.6957715540911587,0.6696762013853642,Epoch 1,5
LSTM,300,150,2,0,False,0.6696762013853642,Validation loss for epoch 0.,-1,1,0.6957715540911587,0.6379084967320261,0.0001,5,False
0.0001,5,0.7589236683141131,0.7589236683141132,0.5306418211313716,Epoch 2,5
LSTM,300,150,2,0,False,0.5306418211313716,Validation loss for epoch 1.,-1,1,0.7589236683141132,0.7589236683141131,0.0001,5,False
0.0001,5,0.7562130177514794,0.7737506864360242,0.5303345641546082,Epoch 3,5
LSTM,300,150,2,0,False,0.5303345641546082,Validation loss for epoch 2.,-1,1,0.7737506864360242,0.7562130177514794,0.0001,5,False
0.0001,5,0.7921866521975041,0.7896760021965953,0.4778811314649749,Epoch 4,5
LSTM,300,150,2,0,False,0.4778811314649749,Validation loss for epoch 3.,-1,1,0.7896760021965953,0.7921866521975041,0.0001,5,False
0.0001,5,0.771662763466042,0.785831960461285,0.4767090317450072,Epoch 5,5
LSTM,300,150,2,0,False,0.4767090317450072,Validation loss for epoch 4.,-1,1,0.785831960461285,0.771662763466042,0.0001,5,False
0.0001,5,0.7761557177615572,0.7889908256880734,0.47350313727344784,Test,5
LSTM,300,150,2,0,False,0.47350313727344784,Test loss.,-1,1,0.7889908256880734,0.7761557177615572,0.0001,5,False
0.0001,5,0.7071702244116038,0.7062053816584294,0.6198385640194541,Epoch 1,5
VANILLA,300,150,2,0,False,0.6198385640194541,Validation loss for epoch 0.,-1,1,0.7062053816584294,0.7071702244116038,0.0001,5,False
0.0001,5,0.7706161137440758,0.7342119714442614,0.5474388123604289,Epoch 2,5
VANILLA,300,150,2,0,False,0.5474388123604289,Validation loss for epoch 1.,-1,1,0.7342119714442614,0.7706161137440758,0.0001,5,False
0.0001,5,0.7800212539851222,0.7726523887973641,0.5068361989238805,Epoch 3,5
VANILLA,300,150,2,0,False,0.5068361989238805,Validation loss for epoch 2.,-1,1,0.7726523887973641,0.7800212539851222,0.0001,5,False
0.0001,5,0.7588235294117648,0.7748489840746843,0.5691993142429151,Epoch 4,5
VANILLA,300,150,2,0,False,0.5691993142429151,Validation loss for epoch 3.,-1,1,0.7748489840746843,0.7588235294117648,0.0001,5,False
0.0001,5,0.7704104645917907,0.7204832509610104,0.5729961996538597,Epoch 5,5
VANILLA,300,150,2,0,False,0.5729961996538597,Validation loss for epoch 4.,-1,1,0.7204832509610104,0.7704104645917907,0.0001,5,False
0.0001,5,0.7702573879885606,0.7236238532110092,0.5723957121372223,Test,5
VANILLA,300,150,2,0,False,0.5723957121372223,Test loss.,-1,1,0.7236238532110092,0.7702573879885606,0.0001,5,False
0.0001,5,0.7071702244116038,0.7062053816584294,0.6198385640194541,Epoch 1,5
VANILLA,300,150,2,0,False,0.6198385640194541,Validation loss for epoch 0.,-1,1,0.7062053816584294,0.7071702244116038,0.0001,5,False
0.0001,5,0.7071702244116038,0.7062053816584294,0.6198385640194541,Epoch 1,5
VANILLA,300,150,2,0,False,0.6198385640194541,Validation loss for epoch 0.,-1,1,0.7062053816584294,0.7071702244116038,0.0001,5,False
0.0001,5,0.7834008097165992,0.7649643053267435,0.48377534485699836,Epoch 1,5
VANILLA,300,150,2,0,False,0.48377534485699836,Validation loss for epoch 0.,-1,1,0.7649643053267435,0.7834008097165992,0.0001,5,False
0.0001,5,0.7948335817188276,0.7732015376166941,0.47486975161652817,Epoch 2,5
VANILLA,300,150,2,0,False,0.47486975161652817,Validation loss for epoch 1.,-1,1,0.7732015376166941,0.7948335817188276,0.0001,5,False
0.0001,5,0.7965646806226517,0.7918725974739155,0.45213781689342697,Epoch 3,5
VANILLA,300,150,2,0,False,0.45213781689342697,Validation loss for epoch 2.,-1,1,0.7918725974739155,0.7965646806226517,0.0001,5,False
